age,sexe_nais,genre,genre_autre,ethnie,ehtnie_autre,school,cegep_precisez,cycle_et,regime_et,prog_et,prog_et_precisez,format_cours,traval_hrs,maritale,enfant,cmb_enfant,dx_tr_app,dx_tr_app_lequel,dx_tr_app_precisez,diff_strat_et,type_diff_stra_et,pps1,pps2,pps3,pps4,pps5,pps6,pps7,pps8,pps9,pps10,pps11,perf1,perf2,perf3,perf4,perf5,perf6,perf7,perf8,perf9,perf10,perf11,perf12,perf13,perf14,perf15,perf16,perf17,perf18,perf19,perf20,flexpsy1,flexpsy2,flexpsy3,flexpsy4,flexpsy5,flexpsy6,flexpsy7,flexpsy8,flexpsy9,flexpsy10,flexpsy11,flexpsy12,sep1,sep2,sep3,sep4,sep5,sep6,sep7,sep8,sep9,sep10,qmes1,qmes2,qmes3,qmes4,qmes5,qmes6,qmes7,qmes8,qmes9,qmes10,qmes11,qmes12,qmes13,qmes14,qmes15,qmes16,qmes17,qmes18,qmes19,qmes20,qmes21,qmes22,qmes23,qmes24,qmes25,qmes26,qmes27,ese1,ese2,ese3,ese4,ese5,qeed_ouv,qeed1,qeed2,qeed3,qeed4,qeed5,qeed6,proc_ouvert,eead1_rec,eead2_rec,eead3_rec,eead4_rec,eead5_rec,eead6_rec,eead7_rec,eead8_rec,eead9_rec,eead10_rec,eead11_rec,eead12_rec,eead13_rec,eead14_rec,pps_tot,qpr_rhs,qpr_pp,mpfi_tot,gses_tot,qmes_eng_opt,qmes_sur_eng_scol,qmes_sous_eng_scol,ese_tot
44,Féminin,Féminin,,Blanc-Caucasien,,Université du Québec à Trois-Rivières,,"Premier cycle (Baccalauréat, Certificat",Temps partiel,Sciences santés,,Complètement à distance (en ligne,26 heures et plus,Célibataire,Oui,1,Non,,,Non,,1,2,3,3,1,2,1,1,1,1,1,4,3,3,2,3,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,5,4,5,5,4,5,4,5,4,3,4,4,3,2,3,3,3,3,3,3,3,3,6,4,3,7,6,1,8,0,0,6,0,0,0,0,0,8,0,0,8,0,0,8,0,0,8,0,0,4,7,7,6,6,,4,1,1,3,3,4,"Mon niveau de procrastination s'est empiré quelque peu, je m'y prends plus à la dernière minute.",3,1,4,1,3,4,1,4,1,4,4,1,4,1,17,18,13,52,29,59,10,4,30
32,Masculin,Masculin,,Noir,,Université du Québec à Trois-Rivières,,"Premier cycle (Baccalauréat, Certificat",Temps plein,Sciences santés,,Complètement à distance (en ligne,26 heures et plus,Marié(e),Non,,Non,,,Non,,1,4,3,4,4,4,5,4,2,1,1,5,5,5,5,5,4,5,4,3,3,1,1,1,2,2,3,1,2,1,2,3,6,4,3,6,6,6,6,6,6,6,6,4,4,4,4,4,4,4,4,4,4,6,5,5,8,7,1,8,6,1,8,5,2,8,8,8,8,5,0,8,4,1,8,6,0,8,5,0,7,7,7,7,7,,2,1,1,3,5,5,Mon niveau de procrastination est demeuré le même que lors des enseignements en présentiel.,4,1,4,1,2,4,1,4,1,4,3,1,4,1,33,34,26,64,40,70,51,18,35
24,Féminin,Féminin,,Blanc-Caucasien,,Université du Québec à Trois-Rivières,,"Premier cycle (Baccalauréat, Certificat",Temps plein,Autres,Arts,Partiellement à distance (en ligne,16-20 heures,Célibataire,Non,0,Non,,,Oui,"J'ai de la difficulté à rester concentré pendant une période assez longue (au moins 1 heure) pendant mes périodes d'études., J'ai tendance à procrastiner (remettre à plus tard ce que je dois faire).",3,3,3,5,5,5,4,4,3,1,1,5,2,5,5,5,5,4,4,5,4,3,4,4,4,4,2,3,3,4,1,4,3,6,6,4,4,1,5,4,4,6,6,4,3,4,3,3,3,3,3,3,3,6,6,7,8,7,0,6,5,2,8,6,4,8,4,0,7,0,4,8,8,5,7,1,2,2,2,1,6,1,6,5,5,,4,4,5,4,1,1,"Mon niveau de procrastination s'est empiré beaucoup, je m'y prends beaucoup plus à la dernière minu",1,2,2,2,2,4,3,3,3,1,2,2,2,2,37,31,45,53,32,60,39,25,23
24,Féminin,Féminin,,Blanc-Caucasien,,Université du Québec à Trois-Rivières,,"Premier cycle (Baccalauréat, Certificat",Temps plein,Autres,Sciences comptables,Complètement à distance (en ligne,16-20 heures,Célibataire,Non,,Non,,,Oui,"J'ai de la difficulté à concilier la famille et les études., J'ai de la difficulté à gérer mon temps., J'ai de la difficulté à bien préparer mes examens., J'ai de la difficulté à rester concentré pendant une période assez longue (au moins 1 heure) pendant mes périodes d'études., J'ai de la difficulté à prendre de bonnes notes de cours.",3,3,4,4,2,3,3,2,4,3,3,5,5,5,5,5,1,5,5,4,4,4,3,3,4,4,4,3,1,2,1,3,4,5,5,5,4,2,2,5,5,4,4,3,1,3,2,2,4,3,3,3,2,6,2,7,8,8,1,8,7,4,6,4,7,7,5,1,7,6,2,5,0,3,8,2,1,8,4,2,5,1,3,5,2,,5,4,1,5,5,5,Mon niveau de procrastination a diminué (je m'y prends plus à l'avance pour réaliser mes tâches),3,1,3,1,2,4,3,3,2,2,3,2,3,2,34,31,42,48,26,63,38,28,16
49,Masculin,Masculin,,Blanc-Caucasien,,Université du Québec à Trois-Rivières,,"Premier cycle (Baccalauréat, Certificat",Temps plein,Autres,Géographie environnementale,Partiellement à distance (en ligne,Je n'ai pas d'emploi,Veuf/veuve,Non,,Non,,,Non,,1,1,1,1,1,1,1,1,1,1,1,5,4,3,5,3,5,3,1,1,2,1,1,1,1,1,1,1,1,1,1,5,6,6,5,6,6,4,6,6,6,6,6,4,3,4,4,4,4,4,4,4,3,6,5,2,8,8,0,8,2,0,6,0,1,8,4,0,8,4,0,8,0,0,8,0,0,8,0,0,5,7,7,7,7,,1,1,1,2,4,5,Mon niveau de procrastination est demeuré le même que lors des enseignements en présentiel.,3,1,4,1,4,4,2,3,1,4,4,1,4,1,11,28,14,68,38,68,23,3,33
23,Féminin,Féminin,,Blanc-Caucasien,,Université du Québec à Trois-Rivières,,Deuxième cycle (Maîtrise ou DESS),Temps plein,Sciences humaines/sociales,,Complètement à distance (en ligne,0-5 heures,Célibataire,Non,,Non,,,Non,,1,1,2,3,1,3,1,2,4,1,1,5,5,5,5,4,5,5,5,5,5,5,5,4,5,5,4,4,5,3,5,2,4,5,4,2,3,2,2,3,3,4,4,3,2,4,3,4,4,3,3,3,3,7,8,8,8,8,0,8,4,4,7,2,7,7,7,1,7,2,4,7,8,2,7,7,0,8,3,0,7,7,7,7,7,,4,3,1,1,4,4,"Mon niveau de procrastination s'est empiré quelque peu, je m'y prends plus à la dernière minute.",2,1,2,2,1,4,3,3,3,4,3,1,3,2,20,34,60,38,32,66,49,26,35
42,Féminin,Féminin,,Blanc-Caucasien,,Université du Québec à Trois-Rivières,,"Premier cycle (Baccalauréat, Certificat",Temps plein,Sciences santés,,Complètement à distance (en ligne,16-20 heures,Marié(e),Oui,1,Non,,,Oui,"J'ai de la difficulté à rester concentré pendant une période assez longue (au moins 1 heure) pendant mes périodes d'études., J'ai de la difficulté à prendre de bonnes notes de cours.",2,2,4,3,2,3,2,4,3,1,1,5,4,4,4,5,5,5,5,5,5,5,5,4,5,5,4,5,5,5,5,2,2,5,3,1,2,1,1,2,2,5,5,3,2,4,2,3,3,1,2,2,3,6,4,8,7,8,8,5,8,2,7,7,7,8,8,0,7,8,0,8,5,1,8,8,2,8,7,2,6,4,4,7,4,,4,3,5,3,1,3,Mon niveau de procrastination est demeuré le même que lors des enseignements en présentiel.,2,3,3,2,1,3,4,3,2,3,1,2,2,2,27,32,63,31,25,64,63,30,25
31,Féminin,Féminin,,Blanc-Caucasien,,Université du Québec à Trois-Rivières,,"Premier cycle (Baccalauréat, Certificat",Temps partiel,Sciences santés,,Complètement à distance (en ligne,26 heures et plus,Conjoint de fait,Oui,2,Non,,,Non,J'ai tendance à procrastiner (remettre à plus tard ce que je dois faire).,3,3,4,3,5,4,4,5,3,2,2,5,4,4,4,3,3,3,2,2,2,2,2,2,2,2,1,1,1,1,1,2,3,4,4,4,4,3,3,4,4,4,4,4,4,3,3,3,4,3,3,3,4,6,1,7,6,2,3,6,2,2,3,0,5,6,1,3,8,2,2,4,0,4,6,2,2,6,1,1,5,5,6,4,6,,3,1,2,3,4,5,Mon niveau de procrastination est demeuré le même que lors des enseignements en présentiel.,3,1,4,1,3,4,2,4,1,3,4,1,4,1,38,26,21,43,34,51,11,29,26
30,Féminin,Féminin,,Blanc-Caucasien,,Université du Québec à Trois-Rivières,,"Premier cycle (Baccalauréat, Certificat",Temps partiel,Sciences humaines/sociales,,Complètement à distance (en ligne,26 heures et plus,Conjoint de fait,Non,,Non,,,Non,,2,2,3,1,1,1,1,1,3,1,1,5,4,4,3,3,4,4,3,4,3,3,2,3,3,3,3,2,2,2,3,3,4,5,4,2,4,2,2,5,3,5,5,3,2,3,2,2,3,2,2,2,2,8,6,3,8,8,1,5,6,1,8,6,3,6,5,1,5,6,3,8,6,3,7,6,1,6,7,2,5,5,5,5,3,,1,1,2,3,2,2,Mon niveau de procrastination a diminué (je m'y prends plus à l'avance pour réaliser mes tâches),2,2,3,2,2,4,3,4,2,3,1,1,3,2,17,27,36,44,23,61,56,18,23
21,Féminin,Féminin,,Noir,,Université du Québec à Trois-Rivières,,"Premier cycle (Baccalauréat, Certificat",Temps plein,Sciences gestion/administratives,,Complètement à distance (en ligne,Je n'ai pas d'emploi,Célibataire,Non,,Non,,,Oui,"J'ai de la difficulté à gérer mon temps., J'ai de la difficulté à bien préparer mes examens., J'ai de la difficulté à prendre de bonnes notes de cours., J'ai tendance à procrastiner (remettre à plus tard ce que je dois faire).",4,4,4,4,5,5,5,4,4,5,4,5,5,5,4,5,4,4,4,5,5,5,4,3,5,5,4,4,5,5,5,4,4,5,5,5,5,3,4,5,5,5,5,2,1,2,1,2,3,2,2,2,2,6,7,1,7,6,0,6,6,3,5,6,4,6,6,1,6,6,4,7,6,2,7,4,1,7,0,3,6,4,5,3,2,,4,3,3,4,4,4,"Mon niveau de procrastination s'est empiré quelque peu, je m'y prends plus à la dernière minute.",3,2,3,2,2,3,3,3,2,4,3,1,3,2,48,32,59,55,19,57,47,19,20
32,Masculin,Masculin,,Blanc-Caucasien,,Université du Québec à Trois-Rivières,,"Premier cycle (Baccalauréat, Certificat",Temps plein,Sciences gestion/administratives,,Complètement à distance (en ligne,11-15 heures,Célibataire,Non,,Non,,,Oui,"J'ai de la difficulté à gérer mon temps., J'ai de la difficulté à rester concentré pendant une période assez longue (au moins 1 heure) pendant mes périodes d'études., J'ai tendance à procrastiner (remettre à plus tard ce que je dois faire).",3,3,4,4,4,4,4,4,5,2,2,5,3,4,4,2,4,3,3,4,3,3,5,3,5,3,2,3,3,3,4,4,3,4,3,3,4,4,4,5,4,5,5,4,3,2,3,3,4,3,4,4,4,2,2,7,6,0,5,7,2,4,3,0,8,6,5,3,7,2,5,6,2,2,7,2,4,8,4,6,4,1,4,5,5,,5,5,4,2,2,3,"Mon niveau de procrastination s'est empiré beaucoup, je m'y prends beaucoup plus à la dernière minu",2,2,3,1,2,4,3,2,1,3,3,3,3,2,39,25,44,48,34,52,19,44,19
25,Masculin,Masculin,,Noir,,Université du Québec à Trois-Rivières,,Deuxième cycle (Maîtrise ou DESS),Temps plein,Sciences gestion/administratives,,Complètement à distance (en ligne,Je n'ai pas d'emploi,Célibataire,Non,,Non,,,Oui,"J'ai de la difficulté à rester concentré pendant une période assez longue (au moins 1 heure) pendant mes périodes d'études., J'ai tendance à procrastiner (remettre à plus tard ce que je dois faire).",4,5,4,4,4,5,3,3,5,3,3,5,4,4,3,3,5,5,5,3,3,2,4,3,4,4,3,2,3,5,4,3,5,6,4,5,5,2,5,4,4,6,6,3,3,4,2,2,4,4,3,3,3,5,4,5,4,4,4,0,5,3,4,4,5,5,4,3,6,5,4,7,4,6,6,4,1,7,7,5,6,5,5,5,4,,3,3,3,3,3,5,"Mon niveau de procrastination s'est empiré quelque peu, je m'y prends plus à la dernière minute.",2,2,2,3,4,2,2,2,3,2,3,1,2,1,43,29,45,55,31,44,41,36,25
27,Masculin,Masculin,,Blanc-Caucasien,,Université du Québec à Trois-Rivières,,Deuxième cycle (Maîtrise ou DESS),Temps plein,Sciences santés,,Complètement à distance (en ligne,16-20 heures,Conjoint de fait,Oui,2,Non,,,Non,,3,2,2,3,5,4,4,4,2,1,1,4,5,4,2,2,3,1,4,3,3,2,1,1,1,3,1,4,2,2,3,1,1,4,3,1,5,4,4,5,4,5,5,4,2,3,3,2,4,2,3,3,4,6,2,1,7,1,2,8,0,1,7,2,4,6,5,1,7,4,0,6,2,2,6,4,2,4,1,1,5,6,6,5,2,,4,1,1,2,3,5,"Mon niveau de procrastination s'est empiré quelque peu, je m'y prends plus à la dernière minute.",4,2,4,1,3,4,1,4,1,4,3,1,4,1,31,21,30,42,30,57,21,14,24
22,Féminin,Féminin,,Blanc-Caucasien,,Université du Québec à Trois-Rivières,,"Premier cycle (Baccalauréat, Certificat",Temps plein,Sciences gestion/administratives,,Complètement à distance (en ligne,11-15 heures,Conjoint de fait,Non,,Non,,,Oui,"J'ai de la difficulté à gérer mon temps., J'ai de la difficulté à bien préparer mes examens., J'ai de la difficulté à rester concentré pendant une période assez longue (au moins 1 heure) pendant mes périodes d'études., J'ai de la difficulté à prendre de bonnes notes de cours., J'ai tendance à procrastiner (remettre à plus tard ce que je dois faire).",5,4,4,4,4,5,4,4,4,2,3,4,4,5,5,3,2,5,2,4,2,1,5,5,2,4,1,1,1,2,1,3,4,6,5,1,2,1,1,5,3,3,4,4,3,2,3,2,4,2,3,3,4,3,0,6,3,5,1,7,8,0,6,2,1,8,3,1,8,7,0,7,0,0,5,0,1,4,0,0,6,6,4,4,1,,5,3,4,1,1,5,"Mon niveau de procrastination s'est empiré beaucoup, je m'y prends beaucoup plus à la dernière minu",1,1,3,1,2,4,3,2,2,2,3,1,3,1,43,28,31,38,30,51,25,10,21
33,Féminin,Féminin,,Blanc-Caucasien,,Université du Québec à Trois-Rivières,,"Premier cycle (Baccalauréat, Certificat",Temps plein,Autres,Traduction,Complètement à distance (en ligne,Je n'ai pas d'emploi,Conjoint de fait,Non,,Non,,,Non,,2,2,2,1,1,4,2,2,2,1,1,4,4,4,4,3,3,3,2,3,2,2,3,3,4,2,2,2,1,3,3,1,4,5,4,4,4,4,4,4,4,5,5,3,3,3,3,3,3,3,3,3,2,7,7,3,7,1,0,8,5,1,6,5,2,7,3,0,7,4,3,8,7,1,7,2,0,7,3,0,6,6,6,6,1,,2,1,1,5,5,4,Mon niveau de procrastination a diminué (je m'y prends plus à l'avance pour réaliser mes tâches),1,2,1,2,1,4,2,3,2,2,3,2,2,2,20,25,32,48,29,64,37,10,25
25,Féminin,Féminin,,Blanc-Caucasien,,Université du Québec à Trois-Rivières,,Deuxième cycle (Maîtrise ou DESS),Temps plein,Sciences gestion/administratives,,Complètement à distance (en ligne,Je n'ai pas d'emploi,Célibataire,Non,,Non,,,Oui,"J'ai de la difficulté à gérer mon temps., J'ai de la difficulté à bien préparer mes examens., J'ai de la difficulté à rester concentré pendant une période assez longue (au moins 1 heure) pendant mes périodes d'études., J'ai tendance à procrastiner (remettre à plus tard ce que je dois faire).",2,3,2,4,2,3,2,3,2,2,2,5,5,5,5,5,3,5,5,2,5,5,5,5,5,5,3,2,3,4,5,3,2,5,2,2,4,3,4,5,5,3,3,3,4,3,2,2,4,3,3,3,2,7,6,1,5,6,0,4,6,3,8,6,7,7,5,1,8,6,3,7,6,4,8,1,1,8,4,2,7,7,7,7,6,,4,2,4,2,2,4,"Mon niveau de procrastination s'est empiré beaucoup, je m'y prends beaucoup plus à la dernière minu",1,2,2,1,2,4,2,3,2,2,3,2,3,1,27,33,54,41,29,62,46,22,34
25,Féminin,Féminin,,Blanc-Caucasien,,Université du Québec à Trois-Rivières,,"Premier cycle (Baccalauréat, Certificat",Temps plein,Sciences humaines/sociales,,Complètement à distance (en ligne,0-5 heures,Conjoint de fait,Non,,Oui,TDA/H,,Oui,"J'ai de la difficulté à bien préparer mes examens., J'ai de la difficulté à rester concentré pendant une période assez longue (au moins 1 heure) pendant mes périodes d'études., J'ai de la difficulté à prendre de bonnes notes de cours., J'ai tendance à procrastiner (remettre à plus tard ce que je dois faire).",3,3,3,4,3,3,3,4,3,1,1,4,4,4,3,3,4,4,3,3,3,2,2,3,2,3,2,2,2,2,3,4,4,4,5,4,3,4,4,5,5,4,4,3,2,3,4,4,4,3,3,3,3,6,4,3,7,4,5,7,2,2,6,4,5,7,6,5,7,4,2,5,3,5,7,6,7,6,2,3,5,5,5,4,6,,5,4,2,2,2,3,"Mon niveau de procrastination s'est empiré quelque peu, je m'y prends plus à la dernière minute.",3,2,4,2,4,4,2,2,1,2,1,3,4,1,31,26,32,50,32,58,35,37,25
64,Masculin,Masculin,,Blanc-Caucasien,,Université du Québec à Trois-Rivières,,"Premier cycle (Baccalauréat, Certificat",Temps partiel,Sciences humaines/sociales,,Complètement à distance (en ligne,Je n'ai pas d'emploi,Conjoint de fait,Non,,Non,,,Oui,"J'ai de la difficulté à gérer mon temps., J'ai de la difficulté à bien préparer mes examens., J'ai tendance à procrastiner (remettre à plus tard ce que je dois faire).",3,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,5,3,5,4,3,4,5,3,3,1,3,3,3,3,3,6,2,2,1,1,3,3,3,3,3,2,1,1,2,1,1,2,2,2,5,4,0,4,6,4,4,4,4,8,4,0,4,4,0,8,8,0,4,0,0,1,8,0,4,2,0,4,4,4,1,1,,3,1,1,5,5,5,Mon niveau de procrastination a diminué (je m'y prends plus à l'avance pour réaliser mes tâches),3,2,3,1,1,2,3,2,3,3,3,4,3,1,51,35,45,33,17,42,40,8,14
36,Masculin,Masculin,,Originaire du Moyen-Orient,,Université du Québec à Trois-Rivières,,Troisième cycle (Doctorat),Temps plein,Sciences gestion/administratives,,Complètement à distance (en ligne,Je n'ai pas d'emploi,Marié(e),Oui,1,Non,,,Non,"J'ai de la difficulté à gérer mon temps., J'ai de la difficulté à rester concentré pendant une période assez longue (au moins 1 heure) pendant mes périodes d'études., J'ai tendance à procrastiner (remettre à plus tard ce que je dois faire).",2,1,3,3,4,3,2,2,1,1,1,5,5,5,4,5,4,5,3,3,5,3,3,4,4,5,4,4,3,2,4,3,3,5,3,3,5,4,3,5,6,5,6,4,3,3,4,4,4,3,4,4,4,6,8,0,8,8,1,8,0,2,7,8,2,8,8,0,8,5,2,8,8,1,8,4,0,8,2,0,6,6,5,6,2,,4,2,2,2,4,5,"Mon niveau de procrastination s'est empiré quelque peu, je m'y prends plus à la dernière minute.",3,1,4,1,4,3,1,3,2,4,4,1,4,1,23,33,47,51,37,69,51,8,25
24,Féminin,Féminin,,Blanc-Caucasien,,Université du Québec à Trois-Rivières,,"Premier cycle (Baccalauréat, Certificat",Temps partiel,Sciences humaines/sociales,,Partiellement à distance (en ligne,26 heures et plus,Célibataire,Non,,Non,,,Oui,J'ai tendance à procrastiner (remettre à plus tard ce que je dois faire).,5,5,5,2,4,5,5,4,4,1,1,5,5,3,5,4,2,2,4,5,4,4,4,2,2,2,3,5,5,3,4,5,5,6,6,6,5,5,6,6,5,4,4,4,2,3,3,4,4,3,3,3,4,2,1,8,8,1,8,8,1,5,0,0,4,8,0,8,8,0,6,0,0,6,8,0,8,6,0,4,4,3,4,5,2,,5,3,4,1,1,3,"Mon niveau de procrastination s'est empiré beaucoup, je m'y prends beaucoup plus à la dernière minu",1,3,2,2,2,2,3,2,2,4,1,2,3,2,41,26,47,63,33,48,3,57,18
50,Féminin,Féminin,,Blanc-Caucasien,,Université du Québec à Trois-Rivières,,"Premier cycle (Baccalauréat, Certificat",Temps partiel,Sciences santés,,Complètement à distance (en ligne,,Conjoint de fait,Non,,Non,,,Non,,3,3,2,1,2,2,3,2,2,2,1,4,4,4,5,2,4,4,5,5,4,4,4,4,5,4,3,4,4,5,4,4,3,5,5,3,3,3,3,3,5,6,4,3,3,2,3,3,2,3,4,4,2,7,4,5,7,5,0,6,5,2,7,4,2,8,4,0,7,1,0,8,0,1,8,0,1,7,0,1,6,2,5,7,7,,1,1,1,4,5,5,Mon niveau de procrastination est demeuré le même que lors des enseignements en présentiel.,2,2,2,1,2,4,2,4,2,4,2,1,3,2,23,27,55,47,29,65,23,12,27
20,Féminin,Féminin,,Blanc-Caucasien,,Université du Québec à Trois-Rivières,,"Premier cycle (Baccalauréat, Certificat",Temps plein,Autres,Loisirs culture et tourisme,Complètement à distance (en ligne,Je n'ai pas d'emploi,Célibataire,Non,,Non,,,Oui,"J'ai de la difficulté à bien préparer mes examens., J'ai de la difficulté à effectuer des recherches documentaires., J'ai de la difficulté à rester concentré pendant une période assez longue (au moins 1 heure) pendant mes périodes d'études., J'ai de la difficulté à prendre de bonnes notes de cours., J'ai tendance à procrastiner (remettre à plus tard ce que je dois faire).",3,3,1,2,1,3,3,2,1,1,1,5,3,2,3,2,3,3,3,2,2,3,1,1,1,1,2,1,1,1,1,2,5,5,2,3,3,1,2,4,4,3,4,2,3,2,4,4,3,4,4,3,4,5,2,7,7,2,4,8,0,4,3,2,6,4,5,2,6,2,1,5,2,5,5,4,3,4,0,3,5,3,3,1,4,,5,5,3,1,1,3,"Mon niveau de procrastination s'est empiré quelque peu, je m'y prends plus à la dernière minute.",2,2,4,2,2,3,3,1,1,1,3,3,4,2,21,21,20,38,33,47,19,35,16
32,Féminin,Autre (spécifier ci-dessous,Fluide,Autre (spécifiez ci-dessous),Métissage,Université Laval,,Deuxième cycle (Maîtrise ou DESS),Temps partiel,Sciences gestion/administratives,,Complètement à distance (en ligne,26 heures et plus,Célibataire,Non,,Non,,,Non,,4,3,2,2,4,4,1,4,1,1,1,5,5,4,5,5,5,5,4,4,4,2,2,1,4,4,3,2,5,2,5,5,5,5,3,5,3,1,2,4,2,6,4,3,1,2,4,4,4,2,4,3,3,6,3,3,7,7,4,7,8,7,8,4,6,8,8,0,5,8,3,5,1,6,8,1,2,7,8,7,1,2,3,1,3,,2,1,1,4,5,5,Mon niveau de procrastination a diminué (je m'y prends plus à l'avance pour réaliser mes tâches),2,3,2,3,2,3,3,3,1,3,2,3,4,4,27,34,42,45,30,61,48,38,10
22,Masculin,Masculin,,Blanc-Caucasien,,Université Concordia,,Deuxième cycle (Maîtrise ou DESS),Temps plein,Sciences humaines/sociales,,Complètement à distance (en ligne,6-10 heures,Célibataire,Non,,Oui,TDA/H,,Oui,"J'ai de la difficulté à bien préparer mes examens., J'ai de la difficulté à rester concentré pendant une période assez longue (au moins 1 heure) pendant mes périodes d'études., J'ai tendance à procrastiner (remettre à plus tard ce que je dois faire).",1,2,1,2,1,2,2,2,1,1,1,1,3,4,3,4,5,4,5,2,2,1,1,2,1,4,1,1,4,1,5,4,6,2,2,6,6,6,5,6,6,4,5,4,3,3,4,4,4,4,4,3,4,7,6,3,5,8,0,6,2,1,8,6,2,7,2,0,2,5,2,5,5,1,5,2,2,6,3,2,7,5,3,6,3,,4,2,1,4,4,4,"Mon niveau de procrastination s'est empiré quelque peu, je m'y prends plus à la dernière minute.",4,1,3,1,3,4,2,3,1,2,1,1,4,1,16,24,30,58,37,51,39,13,24
18,Féminin,Féminin,,Blanc-Caucasien,,Autres (spécifier ci-dessous),Collège de Rosemont,Cégep,Temps plein,Sciences santés,,Partiellement à distance (en ligne,11-15 heures,Célibataire,Non,,Non,,,Oui,"J'ai de la difficulté à bien préparer mes examens., J'ai de la difficulté à rester concentré pendant une période assez longue (au moins 1 heure) pendant mes périodes d'études., J'ai tendance à procrastiner (remettre à plus tard ce que je dois faire).",2,4,2,4,4,4,5,4,2,1,1,3,3,3,3,2,4,3,1,1,2,1,5,2,2,2,4,2,5,5,5,4,3,6,2,2,4,2,2,5,4,4,4,4,3,2,4,4,4,3,2,3,3,5,3,6,3,1,3,8,5,1,4,2,2,5,1,3,7,4,2,6,2,7,6,0,1,2,8,4,5,6,6,6,7,,5,4,2,2,2,5,Mon niveau de procrastination est demeuré le même que lors des enseignements en présentiel.,2,2,4,1,3,3,1,4,1,4,4,1,4,1,33,21,37,42,32,46,26,29,30
21,Féminin,Féminin,,Blanc-Caucasien,,Université Laval,,"Premier cycle (Baccalauréat, Certificat",Temps plein,Sciences humaines/sociales,,Complètement à distance (en ligne,6-10 heures,Célibataire,Non,,Non,,,Non,,1,1,2,1,1,1,1,1,1,1,1,5,5,5,4,5,5,5,5,4,5,4,5,4,5,4,5,5,5,2,3,2,4,6,5,5,6,3,5,6,4,6,6,4,4,4,3,4,4,3,4,4,4,8,8,2,8,7,1,6,8,2,8,8,1,8,8,1,7,8,3,6,8,1,8,8,2,5,8,1,7,7,7,7,6,,2,1,1,5,5,5,Mon niveau de procrastination est demeuré le même que lors des enseignements en présentiel.,1,3,1,2,1,3,3,4,2,1,4,1,1,1,12,34,56,58,38,64,71,14,34
26,Masculin,Masculin,,Blanc-Caucasien,,Université Laval,,Deuxième cycle (Maîtrise ou DESS),Temps partiel,Autres,Sciences de l'éducation,Complètement à distance (en ligne,26 heures et plus,Célibataire,Non,0,Non,,,Non,,3,1,1,3,4,3,3,4,2,1,1,4,3,2,2,2,4,2,2,3,1,1,2,2,2,2,2,2,2,2,3,5,5,5,4,6,6,5,5,5,5,5,6,4,3,3,4,4,4,4,3,4,4,6,4,0,7,0,1,7,0,0,6,4,1,6,1,1,7,0,1,6,4,5,7,0,1,7,0,0,5,5,5,6,3,,4,2,1,1,3,4,Mon niveau de procrastination est demeuré le même que lors des enseignements en présentiel.,3,1,4,1,3,4,1,4,1,4,3,1,4,1,26,19,26,62,37,59,13,10,24
24,Féminin,Féminin,,Blanc-Caucasien,,Université du Québec à Montréal,,"Premier cycle (Baccalauréat, Certificat",Temps plein,Sciences humaines/sociales,,Complètement à distance (en ligne,6-10 heures,Célibataire,Non,,Non,,,Oui,"J'ai de la difficulté à gérer mon temps., J'ai de la difficulté à bien préparer mes examens., J'ai de la difficulté à rester concentré pendant une période assez longue (au moins 1 heure) pendant mes périodes d'études., J'ai tendance à procrastiner (remettre à plus tard ce que je dois faire).",3,4,4,4,3,4,4,4,4,3,5,4,3,4,4,3,3,4,4,4,3,5,5,4,4,4,4,4,5,5,4,4,4,5,4,3,3,3,4,2,2,3,3,2,2,2,1,2,2,2,2,3,2,2,3,6,4,4,7,5,4,6,3,2,7,5,6,6,4,4,5,2,0,5,5,4,7,4,7,8,4,4,4,2,2,,5,5,4,2,2,4,"Mon niveau de procrastination s'est empiré beaucoup, je m'y prends beaucoup plus à la dernière minu",2,4,3,3,2,2,2,1,2,2,4,4,3,2,42,25,55,40,20,34,34,57,16
19,Féminin,Féminin,,Blanc-Caucasien,,Autres (spécifier ci-dessous),Cégep de St-jerome,Cégep,Temps plein,Sciences humaines/sociales,,Complètement à distance (en ligne,Je n'ai pas d'emploi,Célibataire,Non,,Non,,,Oui,"J'ai de la difficulté à gérer mon temps., J'ai de la difficulté à bien préparer mes examens., J'ai de la difficulté à effectuer des recherches documentaires., J'ai de la difficulté en français (rédaction, lecture ou communication)., J'ai de la difficulté à rester concentré pendant une période assez longue (au moins 1 heure) pendant mes périodes d'études., J'ai tendance à procrastiner (remettre à plus tard ce que je dois faire).",4,4,4,4,5,5,5,5,5,3,1,4,4,2,1,1,1,1,4,4,4,4,5,5,5,2,5,4,1,4,5,2,6,6,6,6,6,2,6,6,2,3,6,4,4,2,4,4,4,4,4,4,4,3,0,1,1,0,0,8,3,1,6,1,8,8,6,7,8,2,1,0,0,8,8,0,4,8,6,3,2,3,4,5,4,,5,4,5,5,1,2,"Mon niveau de procrastination s'est empiré beaucoup, je m'y prends beaucoup plus à la dernière minu",3,2,3,1,3,4,2,3,2,4,1,2,3,1,45,14,52,57,38,50,18,33,18
